"","state","date","symptom.x","finances_samplesize","finances_stderr","symptom.y","symptom_samplesize","symptoms_stderr","maskwearing","maskwearing_samplesize","maskwearing_stderr","admission","depression"
"7189","co",2021-09-19,35.6231603,1703.9693,1.1601127,1.5625289,3704.908,0.3389799,49.4247649,3395.908,0.8579526,0.0098391,12.3172306
"7190","ct",2021-09-19,33.2056126,1200,1.3595185,1.0357423,2634,0.2447535,71.3853383,2406,0.9214059,0,11.7112333
"7191","dc",2021-09-19,30.4942018,155,3.6978842,0.8023847,336,0.4622912,81.722185,316,2.1741454,0,7.9532683
"7192","de",2021-09-19,31.8092416,377,2.3986603,1.8511481,799,0.6285151,59.7848826,734,1.809849,0.0144767,11.9991602
"7193","fl",2021-09-19,41.4570293,6430.0002,0.6143714,1.3942214,14366.9993,0.0986201,67.6659075,12868.9996,0.4123281,0.0236635,12.8978175
"7194","ga",2021-09-19,37.7129001,2667.9615,0.9383271,1.9181984,5964.9241,0.1908311,67.4410872,5243.9359,0.6470957,0.0240096,13.324148
"7195","hi",2021-09-19,40.4598554,397,2.4633258,1.0319321,887,0.3332298,88.8803936,815,1.1012068,0.0101533,11.6737803
"7196","ia",2021-09-19,34.4732834,1387.9549,1.275742,2.4971836,2982.6486,0.4770327,39.6793158,2751.7536,0.9326323,0,11.3777826
"7197","id",2021-09-19,34.7953432,753.0583,1.7357436,2.4324611,1758.0781,0.4348323,42.9503626,1587.078,1.242541,0.0078196,13.125997
"7198","il",2021-09-19,36.6876768,3564.0006,0.8073007,1.4269538,8140.0227,0.1600538,74.251698,7376.0224,0.5091156,0.0011349,12.1137706
"7199","in",2021-09-19,34.0905644,2113.9995,1.030952,1.696413,4746.0015,0.1835159,47.757149,4319.0011,0.7600479,0.0317228,12.9095801
"7200","ks",2021-09-19,33.3301754,1070.0284,1.4410724,1.1078124,2288.0275,0.1986714,53.3203196,2088.0276,1.0917977,0.0049028,13.1437897
"7201","ky",2021-09-19,39.7919367,1662.3661,1.2004982,2.2144516,3901.7452,0.2450898,60.3083689,3467.745,0.8308348,0.0095722,13.9668179
"7202","la",2021-09-19,43.9413457,1263.184,1.3964478,2.0132982,2773.1829,0.3133243,72.0511419,2451.1832,0.9063889,0.0123012,14.5663672
"7203","ma",2021-09-19,36.8299077,1522.0055,1.2363686,0.5508814,3464.0105,0.1212379,59.6241429,3180.0105,0.870077,0.0064428,12.2705812
"7204","md",2021-09-19,31.881847,1404.9992,1.2432691,1.1805223,3051.9991,0.2178948,72.3582347,2764.9991,0.8505099,0.004718,11.3359024
"7205","me",2021-09-19,34.2063495,680,1.8192438,1.7242359,1476.2234,0.416559,52.8663131,1344.2234,1.3615058,0,15.5409307
"7206","mi",2021-09-19,32.2174364,3766.9998,0.7613892,1.095576,8186.0316,0.118666,45.1467612,7450.0321,0.5765479,0,12.0693821
"7207","mn",2021-09-19,31.3654346,1530.8293,1.1858608,1.320751,3418.3249,0.2418537,47.6847907,3131.3012,0.8925684,0.0075755,12.5975796
"7208","mo",2021-09-19,35.3615019,1838.0059,1.1151609,1.6807454,4041.8684,0.2251579,56.9833035,3673.7809,0.8168376,0.0023223,12.8259083
"7209","ms",2021-09-19,42.0340889,920.8508,1.626644,1.7943305,2100.6273,0.3119338,63.85445,1841.9353,1.1194013,0.0096304,12.0045351
"7210","mt",2021-09-19,31.3990687,510.7973,2.0535207,4.3965248,1170.4634,0.7507417,40.9967397,1048.7145,1.5187421,0.0793227,15.9405216
"7211","nc",2021-09-19,34.5998236,3302.0054,0.827823,1.7481168,7529.0109,0.1729893,70.4718226,6741.0099,0.5556017,0.0121285,11.142723
"7212","nd",2021-09-19,39.3438767,273.218,2.9554339,1.6276162,554.6818,0.4970469,31.7793394,513.4305,2.0548946,0.0373332,10.1822131
"7213","ne",2021-09-19,33.5638839,718.9839,1.7610782,1.7183419,1517.8082,0.3315271,46.2813118,1378.8015,1.3428103,0,13.4412893
"7214","nh",2021-09-19,28.5264626,563,1.9030158,1.3821512,1224.7766,0.3288313,46.1476908,1118.7766,1.490409,0,8.386844
"7215","nj",2021-09-19,37.6272388,1870.9988,1.1199842,0.7255081,4255.9979,0.1362135,66.8053701,3801.9982,0.7637191,0.004825,10.5830966
"7216","nm",2021-09-19,43.7674615,772.3056,1.7851509,0.8719288,1695.5705,0.2122581,83.6080039,1538.5726,0.9438019,0,14.5766952
"7217","nv",2021-09-19,40.7142848,770.9554,1.7694317,1.9934722,1684.8611,0.4278145,81.8086306,1534.864,0.984685,0.0091042,14.3403608
"7218","ny",2021-09-19,42.1426574,4411.9994,0.7433999,0.9727789,9880.0003,0.1116132,64.2043572,8928.9999,0.5073363,0.0059103,11.196203
"7219","oh",2021-09-19,35.2142352,4008.0035,0.7544577,1.8812599,8896.0041,0.1765322,46.4313775,8033.0045,0.5564447,0.0061086,13.8423597
"7220","ok",2021-09-19,39.7778934,1500.756,1.2634086,2.2797415,3256.7543,0.3607919,51.5131949,2895.7546,0.9287314,0.0358867,13.6595846
"7221","or",2021-09-19,34.5964436,1674.0166,1.1626166,0.9842439,3608.0383,0.177252,83.3253993,3306.0361,0.64828,0.0067362,17.0914756
"7222","pa",2021-09-19,34.769763,4026.0029,0.750565,1.8260698,8737.0063,0.1747968,50.9020238,8003.0061,0.558821,0.0268208,12.5014163
"7223","ri",2021-09-19,35.2790106,303.9945,2.7406142,0.6638614,683.9895,0.260101,55.2670696,625.9895,1.9872997,0,16.0926487
"7224","sc",2021-09-19,36.0708306,2015.0009,1.0697689,2.4774294,4591.002,0.3465458,61.7829075,4047.0013,0.7638293,0.0054755,11.4128055
"7225","sd",2021-09-19,24.8912451,358.1372,2.2847773,1.6940582,814.6883,0.4682912,31.7275297,725.6897,1.7276886,0,11.4988993
"7226","tn",2021-09-19,39.4388001,2280.6345,1.0233666,2.1928144,5103.2581,0.2547796,59.7265666,4559.2575,0.7263502,0.0103718,14.9771551
"7227","tx",2021-09-19,42.933419,6735.2856,0.6031296,1.724562,14844.2794,0.1158798,66.6226441,13278.2776,0.4092286,0.0145967,12.411766
"7228","ut",2021-09-19,34.072875,911.0048,1.5702765,1.9103406,1981.8242,0.3637649,45.2581727,1786.0168,1.1777833,0.0043958,13.8269512
"7229","va",2021-09-19,35.7577456,2769.7566,0.9106986,1.5664248,6144.8264,0.1707559,65.0079587,5547.2824,0.6403653,0.0432368,11.8807904
"7230","vt",2021-09-19,25.757917,291.0003,2.5635024,0.9371667,617.0006,0.3778729,57.9550025,579.0006,2.0514603,0,12.4347577
"7231","wa",2021-09-19,35.7669737,2772.9799,0.9102212,1.1074612,5996.9572,0.1481651,83.1526533,5540.9594,0.5028186,0.0018568,13.6735406
"7232","wi",2021-09-19,32.2211063,1849.0013,1.0867981,1.4638507,4136.9702,0.2191222,44.8886576,3733.9699,0.8139606,0.0048985,11.5980495
"7233","wv",2021-09-19,45.2689899,901.052,1.6582202,2.5490339,2076.0557,0.5022578,53.1160945,1821.055,1.1694009,0.0160083,14.4384252
"7234","wy",2021-09-19,39.1907254,263.988,3.0045848,2.7103276,520.0139,0.6242104,39.643761,473.0199,2.2491002,0,16.4196518
"7235","ak",2021-09-20,39.0460623,322,2.7187018,1.9571495,673,0.5926365,62.5039415,605,1.9681982,0.1367693,14.2070055
"7236","al",2021-09-20,40.803629,1469.0554,1.2822652,2.5010226,3399.1092,0.2946069,61.7477405,3018.0939,0.8846525,0.0696647,15.1169072
"7237","ar",2021-09-20,44.4607416,970.969,1.5947246,1.7634961,2195.341,0.3718996,58.8363287,1932.347,1.119534,0.0235697,17.7722745
"7238","az",2021-09-20,35.3952098,1938.6568,1.0860608,1.0082633,4159.9821,0.1564687,59.2240578,3769.7895,0.8003732,0.0076997,12.4286337
"7239","ca",2021-09-20,40.7610874,7522.0544,0.566576,1.2063014,16697.1393,0.1154893,79.7910781,15114.1364,0.3266308,0.0043545,12.524199
"7240","co",2021-09-20,35.7676671,1678.9694,1.1697708,1.6316969,3626.9081,0.3416036,50.3426786,3322.9081,0.8673625,0.0073793,12.404409
"7241","ct",2021-09-20,33.2926591,1165,1.3806961,1.0893928,2562,0.2468121,71.847595,2340,0.9297281,0,11.2460938
"7242","dc",2021-09-20,30.7068287,151,3.7538268,0.5403586,316,0.4336113,80.6193209,295,2.301405,0,10.5181379
"7243","de",2021-09-20,33.579972,361,2.4856278,1.6985338,788,0.6202089,59.9017392,725,1.8201764,0,11.1471676
"7244","fl",2021-09-20,41.0115146,6302.0002,0.6195799,1.3515236,14026.9995,0.0970149,67.5073203,12606.9992,0.4171213,0.0223488,12.6989836
"7245","ga",2021-09-20,38.3537722,2608.9686,0.9519691,1.8837609,5811.9333,0.1902249,67.0591598,5106.9425,0.6576819,0.0240096,12.1509649
"7246","hi",2021-09-20,40.7528927,376,2.5340716,1.1805393,862,0.3631445,88.7146437,797,1.1207949,0.0101533,11.5254257
"7247","ia",2021-09-20,34.784225,1351.9669,1.2953421,2.4686674,2938.5666,0.4761972,39.4448432,2697.7465,0.9409577,0,10.3229177
"7248","id",2021-09-20,34.6394187,756.163,1.7303563,2.6227647,1749.1826,0.4587569,42.60276,1578.1826,1.2447604,0.0078196,13.8375206
"7249","il",2021-09-20,35.6018442,3484.0004,0.8112111,1.379546,7920.0224,0.1592842,74.3735828,7186.0222,0.5150021,0.0011349,11.887515
"7250","in",2021-09-20,33.8977532,2071.9997,1.0399171,1.8478755,4642.0026,0.1956025,47.7840976,4217.0024,0.7692033,0.0359525,13.271105
"7251","ks",2021-09-20,33.8239232,1065.0282,1.4497127,1.1076573,2242.0275,0.1989734,53.2381195,2060.0273,1.0993117,0.0049028,14.4248656
"7252","ky",2021-09-20,40.0949301,1633.0522,1.2127645,2.0683944,3819.1223,0.2376424,60.0096086,3399.4323,0.8402045,0.0095722,14.2231017
"7253","la",2021-09-20,43.0903982,1251.1842,1.3999818,2.2580018,2750.1829,0.4317226,71.7744111,2423.1831,0.9143516,0.0123012,13.3775358
"7254","ma",2021-09-20,36.2887587,1493.005,1.2444099,0.5219349,3346.01,0.116545,59.132664,3066.01,0.8877999,0.0064428,11.4231537
"7255","md",2021-09-20,32.7852073,1339.9992,1.2823871,1.1168103,2968.9991,0.2135389,72.5364412,2693.9991,0.8599195,0.004718,10.9007139
"7256","me",2021-09-20,35.5692301,675,1.842604,1.4824308,1448,0.4025968,53.8628686,1311,1.3767931,0,15.9795328
"7257","mi",2021-09-20,32.6150103,3677.9998,0.7730089,1.1630953,7971.0148,0.1289861,45.7247648,7251.0155,0.5850287,0,12.440237
"7258","mn",2021-09-20,32.4775967,1489.1384,1.213524,1.3266313,3289.011,0.2405892,48.120039,3006.9874,0.9111649,0.0075755,12.50275
"7259","mo",2021-09-20,34.6183963,1812.8692,1.1173726,1.5379206,3989.7282,0.2147134,56.3398447,3630.5655,0.8231203,0.0023223,13.5205355
"7260","ms",2021-09-20,41.2090556,883.6763,1.6557888,1.9832746,2026.0984,0.3933658,64.4975325,1779.5806,1.1343367,0.0096304,11.0458883
"7261","mt",2021-09-20,31.9839825,498.7806,2.0884164,4.2142592,1149.445,0.7265434,41.4514318,1029.6956,1.5352301,0.0661023,16.5154166
"7262","nc",2021-09-20,35.2445655,3225.0056,0.8412381,1.7329721,7343.011,0.1689389,70.3207283,6588.0098,0.5628481,0.0107808,10.7178451
"7263","nd",2021-09-20,41.4295863,273.2351,2.9800682,1.2866618,550.571,0.3928716,31.4427215,506.3197,2.0633573,0.0373332,12.020897
"7264","ne",2021-09-20,32.6137927,684.9842,1.7912074,2.0418434,1452.822,0.4064128,46.5845866,1321.8051,1.3720524,0,13.6469362
"7265","nh",2021-09-20,28.4126386,538,1.9443875,1.4033517,1177,0.3317145,46.4651613,1071,1.524008,0,9.7795784
"7266","nj",2021-09-20,37.7878167,1854.9989,1.1257496,0.7250719,4176.9981,0.134937,66.7682524,3731.9983,0.7710648,0.004825,9.9117632
"7267","nm",2021-09-20,43.8556089,733.3081,1.8324094,1.0985179,1662.2232,0.2755576,83.558266,1504.2232,0.9556797,0,13.841459
"7268","nv",2021-09-20,40.9908018,752.9457,1.7923435,1.9460421,1663.8611,0.3596636,83.2732586,1515.864,0.9585799,0.0045521,13.7102895
"7269","ny",2021-09-20,42.4628806,4323.9994,0.7516852,0.9462612,9632,0.1108272,64.1255975,8692.9999,0.5144264,0.0059103,11.13165
"7270","oh",2021-09-20,35.9748623,3895.0037,0.7689904,1.9242736,8643.0044,0.1852018,46.4991888,7795.0048,0.5649301,0.0048869,13.8008956
"7271","ok",2021-09-20,39.8864039,1454.7562,1.2838187,1.9245494,3154.7554,0.247331,50.9300727,2820.7554,0.9412655,0.0358867,13.196703
"7272","or",2021-09-20,34.3886395,1611.0136,1.1834432,1.2706204,3507.0352,0.2448747,84.2408865,3214.0341,0.6426908,0.0067362,17.4175119
"7273","pa",2021-09-20,35.1670258,3985.0033,0.7563999,1.8603415,8636.0066,0.1761135,50.1541576,7904.0062,0.5623987,0.0223507,12.6234661
"7274","ri",2021-09-20,34.3145622,293.995,2.7688779,0.4418172,660.99,0.2067661,55.5852236,599.99,2.0284832,0,13.5884194
"7275","sc",2021-09-20,35.2716367,1979.0008,1.0740812,2.2840949,4481.0023,0.3264899,61.8294386,3968.0016,0.771216,0.0082133,11.3261695
"7276","sd",2021-09-20,23.5845484,334.8339,2.320009,1.5783387,786.2449,0.4477228,30.2795281,701.2446,1.7350818,0,10.3508479
"7277","tn",2021-09-20,39.290042,2253.9497,1.0287245,1.9883147,5030.8833,0.1947072,59.5912413,4496.5727,0.7317928,0.0103718,15.231654
"7278","tx",2021-09-20,42.8011372,6595.2827,0.6092628,1.6879068,14460.2727,0.1114399,66.2881802,12930.2728,0.4157242,0.0150833,12.3811209
"7279","ut",2021-09-20,34.4950135,887.0048,1.5960715,1.9956193,1909.8266,0.3904722,45.4186917,1720.0192,1.2005289,0.0043958,13.0020902
"7280","va",2021-09-20,35.8567964,2691.9542,0.9243304,1.7225161,6015.4972,0.1905677,64.6717113,5442.5867,0.6479117,0.038248,11.895278
"7281","vt",2021-09-20,23.7529106,287.0004,2.512053,0.8840159,601.0007,0.3724244,57.5448369,563.0007,2.0831185,0,11.0716863
"7282","wa",2021-09-20,35.2951473,2671.9822,0.9245047,1.2147895,5836.9595,0.1636054,82.7306406,5388.9606,0.5148952,0.0018568,13.868944
"7283","wi",2021-09-20,33.3639373,1839.0014,1.0995178,1.4757127,4072.9873,0.2183686,45.0946101,3682.9871,0.8199167,0.0097971,12.3507399
"7284","wv",2021-09-20,44.7235,886.0527,1.6703535,2.8527025,2031.056,0.5563582,54.0384061,1776.0554,1.1825528,0.0160083,15.7289382
"7285","wy",2021-09-20,39.2024025,256.8661,3.046114,2.7475311,498.8798,0.6534694,39.6152503,447.8981,2.3110281,0,14.9664525
"7286","ak",2021-09-21,39.1801758,322,2.7203691,2.4825629,671,0.6759555,63.7795631,605,1.9540691,0.1367693,16.8205269
"7287","al",2021-09-21,38.4063926,1436.054,1.2834655,2.4858077,3390.1096,0.2964162,60.7296331,3001.0967,0.8914414,0.0580539,15.6423163
"7288","ar",2021-09-21,43.592088,944.9691,1.6131139,1.6491433,2141.3419,0.3695517,57.4301842,1887.3481,1.1381382,0.0188558,18.8298153
"7289","az",2021-09-21,34.788474,1890.6568,1.095402,1.1029186,4106.2891,0.1784588,58.401605,3737.0965,0.8062756,0.0057748,13.4097317
"7290","ca",2021-09-21,40.901835,7483.0447,0.5683544,1.2725804,16673.1517,0.1189713,79.5192636,15113.1488,0.3282702,0.0039916,12.7777569
"7291","co",2021-09-21,35.993532,1621.9694,1.1917985,1.6284409,3556.9377,0.3430614,49.6089393,3266.9378,0.8747547,0.0098391,12.427453
"7292","ct",2021-09-21,32.377586,1167,1.3697211,1.0962873,2543,0.2465387,71.2355695,2310,0.9418253,0,11.7397655
"7293","dc",2021-09-21,29.4680188,146,3.7730458,0.3678916,302,0.2674839,80.6067471,282,2.3544337,0,11.880672
"7294","de",2021-09-21,31.0810459,357,2.4495316,1.1668154,760,0.4182491,58.9226315,700,1.8594879,0,14.1563981
"7295","fl",2021-09-21,40.5735905,6180,0.6246219,1.3746758,13838.0001,0.1125029,67.1111311,12432.9995,0.4213411,0.0210342,12.9133188
"7296","ga",2021-09-21,38.7233642,2565.9702,0.9616304,1.7648955,5766.9323,0.1815691,66.264398,5057.9391,0.66481,0.0266773,12.9871697
"7297","hi",2021-09-21,40.969933,389,2.4934144,1.1932056,874,0.3629003,88.4165927,806,1.127243,0.0101533,12.5049443
"7298","ia",2021-09-21,34.0999694,1356.9671,1.2868714,2.704222,2942.6803,0.4851053,39.7668688,2696.8601,0.9424302,0.0406414,11.1521196
"7299","id",2021-09-21,34.8893977,763.3903,1.7250404,2.3348883,1741.4098,0.4066654,42.8279094,1578.4097,1.2455054,0.0078196,13.6521229
"7300","il",2021-09-21,35.7828689,3454.0006,0.8156462,1.2905181,7807.0226,0.1553118,74.314258,7080.0225,0.519236,0,12.2302404
"7301","in",2021-09-21,34.1974141,2043.0003,1.0495035,1.7825535,4613.0032,0.1912988,47.9988763,4182.0032,0.7725556,0.0380673,13.8960561
"7302","ks",2021-09-21,33.7072362,1029.0284,1.4736046,1.4947978,2231.0571,0.2669985,51.7019097,2050.0571,1.10366,0.0049028,13.3983644
"7303","ky",2021-09-21,39.5817033,1629.3625,1.2114978,2.216844,3713.1226,0.2594121,60.1183838,3307.4326,0.8514213,0.0127629,14.89045
"7304","la",2021-09-21,41.7580402,1202.1843,1.422337,2.2594872,2692.1832,0.4359537,71.6961355,2365.1832,0.9262716,0.0092259,13.3791377
"7305","ma",2021-09-21,35.7486275,1502.0045,1.2366172,0.7652289,3328.009,0.1546195,59.8142637,3061.009,0.8861476,0.0068622,11.1223995
"7306","md",2021-09-21,32.9698276,1338.9993,1.2847048,1.0115373,2917.9992,0.1871291,72.366598,2650.9992,0.8685233,0.004718,11.5731996
"7307","me",2021-09-21,35.5856284,655,1.8707168,1.3800396,1423,0.3511315,53.1076798,1283,1.3932088,0,16.6875033
"7308","mi",2021-09-21,33.6687675,3610.9998,0.7864279,1.1804617,7892.0325,0.1295465,46.0947772,7183.0331,0.588149,0,13.155015
"7309","mn",2021-09-21,31.3636004,1455.1303,1.216296,1.2788149,3263.9137,0.2326652,47.9581249,2984.89,0.9144151,0.0050503,12.7433022
"7310","mo",2021-09-21,34.2115175,1803.8692,1.1170139,1.4793764,3929.7286,0.2114188,56.6830524,3568.5659,0.8294853,0.0046446,14.0368094
"7311","ms",2021-09-21,40.9478414,871.6764,1.6655426,2.0687722,1994.4813,0.4035836,64.2050536,1765.1379,1.1410539,0.0144456,11.0235097
"7312","mt",2021-09-21,31.7959429,527.7898,2.0270313,4.1926605,1172.4376,0.7075233,41.8875416,1050.6876,1.5220897,0.0528818,15.8805521
"7313","nc",2021-09-21,35.398252,3177.0055,0.8484066,1.6702477,7213.011,0.165068,70.6375553,6469.0099,0.5662328,0.0094332,10.5921408
"7314","nd",2021-09-21,44.1306676,262.2348,3.0662801,1.4202226,524.5879,0.4276917,32.3952215,482.3366,2.1308558,0.0373332,13.3056294
"7315","ne",2021-09-21,33.9503804,661.984,1.8404912,2.0339168,1413.8574,0.4009055,46.0182237,1289.844,1.3877777,0,11.9088649
"7316","nh",2021-09-21,28.7960555,558,1.9169087,1.0717639,1171,0.2518886,47.984555,1068,1.5287317,0,11.9686936
"7317","nj",2021-09-21,37.7370496,1812.999,1.1384135,0.8952435,4122.9981,0.208444,66.2516469,3689.9983,0.7784156,0.0096499,10.6028634
"7318","nm",2021-09-21,44.3520827,750.3102,1.8136816,1.0263237,1664.0787,0.2628095,82.5442112,1498.0787,0.9807216,0,13.8943263
"7319","nv",2021-09-21,39.53356,730.9554,1.8084009,1.6928501,1600.8485,0.3492543,82.2490867,1469.8514,0.996642,0.0091042,12.8879863
"7320","ny",2021-09-21,41.8828244,4236.9996,0.7579508,0.8311142,9454.0002,0.0994436,64.3901454,8520.0001,0.5187702,0.0059103,10.9172638
"7321","oh",2021-09-21,36.3843027,3835.0036,0.7768842,1.7201412,8528.0036,0.1788771,47.4035446,7682.0041,0.5697002,0.0036651,14.2629992
"7322","ok",2021-09-21,39.0291444,1416.7562,1.2960092,1.9984787,3097.7556,0.2616593,49.9146988,2778.7555,0.948515,0.0394754,13.2988367
"7323","or",2021-09-21,35.5599907,1565.0128,1.2100398,1.5597493,3435.0332,0.3756327,83.4120018,3141.0321,0.663705,0.0067362,18.0252603
"7324","pa",2021-09-21,35.7995333,3920.0033,0.7657104,1.8871725,8497.0061,0.1777253,50.3410413,7753.0056,0.5678385,0.016763,12.6667572
"7325","ri",2021-09-21,36.9297521,280.9955,2.8790604,0.301212,651.991,0.1664889,54.0472529,588.991,2.0534693,0,11.3074066
"7326","sc",2021-09-21,35.4092095,1939.0002,1.0860617,2.291458,4374.0019,0.3270455,62.3057207,3882.0011,0.7778106,0.0082133,11.9356935
"7327","sd",2021-09-21,23.567794,324.8366,2.3548605,1.698568,769.1701,0.5244174,29.7679967,692.1664,1.7379492,0,10.6154683
"7328","tn",2021-09-21,40.3653656,2254.6389,1.0332733,1.9901848,4997.8723,0.212928,59.8324427,4470.5621,0.7332043,0.0082974,15.842414
"7329","tx",2021-09-21,42.212888,6523.2811,0.611512,1.7153064,14309.2736,0.1254533,65.8223731,12765.2739,0.4198002,0.0141102,13.1234076
"7330","ut",2021-09-21,34.4743247,878.012,1.6039965,1.8697622,1888.6364,0.3794621,46.7275081,1699.829,1.2101388,0.0087915,13.8442344
"7331","va",2021-09-21,36.6674126,2705.9668,0.9263871,1.7360142,6009.9429,0.1927381,64.9360569,5461.323,0.6456905,0.0332591,12.4373057
"7332","vt",2021-09-21,21.474446,266.0004,2.5178239,0.9125146,565.0007,0.3825521,58.5420994,526.0007,2.1480512,0,10.5099211
"7333","wa",2021-09-21,35.803413,2624.9846,0.9357392,1.1709922,5756.9633,0.1584602,83.4403411,5319.9644,0.5096351,0.0018568,14.5183113
"7334","wi",2021-09-21,32.9091147,1819.0013,1.1017254,1.485054,4018.9704,0.2171314,44.1152098,3651.9702,0.8216321,0.0171449,12.6912805
"7335","wv",2021-09-21,43.6477405,885.0028,1.6671099,2.9639217,2016.0065,0.5607299,54.4031493,1763.006,1.1861853,0.0240125,16.0352658
"7336","wy",2021-09-21,38.0452111,251.6266,3.0606183,2.3417983,496.6327,0.5973445,39.9006759,446.6515,2.3170773,0,13.9542587
"7337","ak",2021-09-22,40.1670412,311,2.7798731,2.6845172,653,0.7249819,63.9419939,590,1.9768237,0.1367693,16.5238349
"7338","al",2021-09-22,37.6252373,1427.0469,1.2824043,2.4407932,3362.1042,0.2959914,60.3199339,2961.0896,0.8990645,0.0580539,14.1689891
"7339","ar",2021-09-22,43.1431603,911.227,1.6407184,1.3396387,2072.5995,0.2706964,57.1630409,1824.6058,1.1584638,0.0235697,18.5397423
"7340","az",2021-09-22,35.6381061,1847.8715,1.1141299,1.1075378,4068.7657,0.1759589,57.5348517,3692.5731,0.8134245,0.0038499,13.4259308
"7341","ca",2021-09-22,41.6370683,7445.0641,0.5713134,1.2661816,16610.1585,0.1193831,79.4567495,15043.1556,0.3294052,0.0039916,13.2318295
"7342","co",2021-09-22,36.2185466,1588.9693,1.2057436,1.589406,3568.9372,0.3427729,49.8450296,3259.9373,0.875716,0.0122989,12.2113257
"7343","ct",2021-09-22,32.2684242,1147,1.380393,1.2456765,2532,0.2920822,69.7663625,2297,0.9582697,0,11.4905359
"7344","dc",2021-09-22,30.8677016,151,3.7592756,0.4814316,297,0.3672976,78.611462,277,2.4637328,0,14.3642367
"7345","de",2021-09-22,31.729956,355,2.4702201,1.1918863,758.0146,0.4376461,58.6875057,697.0146,1.8650591,0,13.0574049
"7346","fl",2021-09-22,40.3869057,6149.9999,0.6256819,1.3742809,13809.0001,0.1135319,66.0086447,12401.9996,0.4253425,0.0223489,13.1780044
"7347","ga",2021-09-22,38.9199133,2539.9718,0.9674339,1.6757086,5731.9264,0.1738462,66.1165831,5046.9352,0.6662465,0.0306789,12.5861588
"7348","hi",2021-09-22,41.18542,384,2.5115894,0.8554596,873,0.3026243,89.8091895,798,1.0709355,0.0101533,13.0350184
"7349","ia",2021-09-22,33.8716898,1364.8563,1.2810577,2.7044336,2958.6395,0.4316202,39.9283295,2705.7439,0.9415255,0.0406414,12.4307777
"7350","id",2021-09-22,34.5984195,794.3905,1.6877388,2.5313965,1759.4102,0.4160082,43.3699271,1600.4099,1.2388031,0.0078196,14.1392836
"7351","il",2021-09-22,35.7018607,3469.0007,0.8134717,1.2588192,7756.0002,0.1541205,74.3621151,7043.0003,0.5202812,0,12.3493671
"7352","in",2021-09-22,34.6757133,1971.0003,1.0720294,1.8478845,4496.006,0.1994298,48.1996498,4067.0031,0.7835217,0.0317228,14.6372314
